consent,clif_harm_e_01_1,clif_harm_e_01_2,clif_harm_e_02_1,clif_harm_e_02_2,clif_harm_e_03_1,clif_harm_e_03_2,clif_harm_e_04_1,clif_harm_e_04_2,clif_harm_e_05_1,clif_harm_e_05_2,clif_harm_e_06_1,clif_harm_e_06_2,clif_harm_e_07_1,clif_harm_e_07_2,clif_harm_e_08_1,clif_harm_e_08_2,clif_harm_e_09_1,clif_harm_e_09_2,clif_harm_e_10_1,clif_harm_e_10_2,clif_harm_e_11_1,clif_harm_e_11_2,clif_harm_e_12_1,clif_harm_e_12_2,clif_harm_e_13_1,clif_harm_e_13_2,clif_harm_e_14_1,clif_harm_e_14_2,clif_harm_e_15_1,clif_harm_e_15_2,clif_harm_e_16_1,clif_harm_e_16_2,clif_harm_ph_01_1,clif_harm_ph_01_2,clif_harm_ph_02_1,clif_harm_ph_02_2,clif_harm_ph_03_1,clif_harm_ph_03_2,cliff_fair_01_1,cliff_fair_01_2,clif_fair_02_1,clif_fair_02_2,clif_fair_03_1,clif_fair_03_2,clif_fair_04_1,clif_fair_04_2,clif_fair_05_1,clif_fair_05_2,clif_fair_06_1,clif_fair_06_2,clif_fair_07_1,clif_fair_07_2,clif_fair_08_1,clif_fair_08_2,clif_fair_09_1,clif_fair_09_2,clif_fair_10_1,clif_fair_10_2,clif_fair_11_1,clif_fair_11_2,clif_fair_12_1,clif_fair_12_2,clif_pure_1_1,clif_pure_1_2,clif_pure_02_1,clif_pure_02_2,clif_pure_03_1,clif_pure_03_2,clif_pure_04_1,clif_pure_04_2,clif_pure_05_1,clif_pure_05_2,clif_pure_06_1,clif_pure_06_2,clif_pure_07_1,clif_pure_07_2,clif_pure_08_1,clif_pure_08_2,clif_pure_09_1,clif_pure_09_2,clif_pure_10_1,clif_pure_10_2,emt_14_1,emt_14_2,emt_15_1,emt_15_2,emt_12_1,emt_12_2,emt_13_1,emt_13_2,emt_11_1,emt_11_2,emt_10_1,emt_10_2,emt_09_1,emt_09_2,emt_08_1,emt_08_2,emt_07_1,emt_07_2,emt_06_1,emt_06_2,emt_05_1,emt_05_2,emt_04_1,emt_04_2,emt_03_1,emt_03_2,emt_02_1,emt_02_2,emt_01_1,emt_01_2,graham_pure_05_1,graham_pure_05_2,graham_pure_04_1,graham_pure_04_2,graham_pure_03_1,graham_pure_03_2,graham_pure_02_1,graham_pure_02_2,graham_pure_01_1,graham_pure_01_2,graham_fair_05_1,graham_fair_05_2,graham_fair_04_1,graham_fair_04_2,graham_fair_03_1,graham_fair_03_2,graham_fair_02_1,graham_fair_02_2,graham_fair_01_1,graham_fair_01_2,graham_harm_05_1,graham_harm_05_2,graham_harm_04_1,graham_harm_04_2,graham_harm_03_1,graham_harm_03_2,graham_harm_02_1,graham_harm_02_2,graham_harm_01_1,graham_harm_01_2,age,gender,hispanic,race,lib_con_1,lib_con_2,lib_con_3,pol_party,Debrief,likely_dups,total_na,clif_harm_wrong_mean,clif_fair_wrong_mean,clif_pure_wrong_mean,graham_harm_wrong_mean,graham_pure_wrong_mean,graham_fair_wrong_mean,clif_wrong_mean,graham_wrong_mean,emt_wrong_mean,clif_harm_likely_mean,clif_fair_likely_mean,clif_pure_likely_mean,graham_harm_likely_mean,graham_pure_likely_mean,graham_fair_likely_mean,clif_likely_mean,graham_likely_mean,emt_likely_mean
I understand and agree to continue,2,4,2,4,1,5,4,4,2,4,2,4,2,4,1,5,1,4,1,4,5,1,1,5,1,2,5,3,1,5,2,5,4,1,2,5,1,4,1,4,1,5,2,5,5,2,1,5,3,5,1,5,2,4,5,3,5,4,1,5,2,5,4,NA,5,2,2,5,5,3,1,5,2,3,2,5,2,5,2,5,2,5,5,3,2,3,2,4,NA,NA,2,5,2,5,4,0,2,3,2,NA,2,3,1,4,2,4,1,5,3,2,3,3,2,4,1,5,5,4,2,4,2,5,5,4,3,4,2,5,2,5,2,5,1,5,2,4,2,5,1,5,1,4,22,Male,No,White or Caucasian,4,4,4,Independent,Continue,NA,12,2.105263158,2.545454545,2.7,1.4,2.4,2.8,2.341463415,2.2,2.357142857,3.842105263,4.363636364,4.222222222,4.6,4.4,4.6,4.075,4.533333333,3.384615385
I understand and agree to continue,3,0,2,2,3,1,2,1,3,2,3,2,3,2,3,1,2,1,3,1,3,2,3,2,2,3,3,2,3,2,3,2,3,1,3,2,4,2,4,3,4,2,3,2,3,2,3,2,3,4,3,1,4,2,3,2,3,2,4,3,4,2,3,0,4,2,4,2,4,2,4,2,3,1,2,0,3,0,3,2,4,2,5,5,1,0,3,2,2,3,3,0,3,2,3,2,3,2,3,2,3,2,3,2,4,2,3,2,4,2,3,2,3,1,3,2,3,1,2,0,4,2,4,1,4,1,3,1,4,2,4,2,2,1,3,2,3,2,3,2,4,2,19,Male,No,White or Caucasian,6,"Very conservative
7",6,Republican,Continue,NA,7,2.842105263,3.363636364,3.4,3,3,3.8,3.146341463,3.266666667,3.066666667,1.631578947,2.181818182,1.3,1.8,1.2,1.4,1.731707317,1.466666667,2
I understand and agree to continue,5,0,2,0,2,1,1,0,5,0,3,0,5,0,4,0,4,1,2,0,3,NA,3,4,3,0,3,3,2,0,5,0,4,0,4,0,5,0,4,1,4,2,5,0,1,0,4,0,3,1,4,0,5,1,2,0,3,0,3,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,2,1,2,0,4,2,4,0,3,0,1,0,3,0,4,0,3,0,2,0,1,4,5,0,3,2,5,0,5,2,5,0,1,0,3,0,3,0,5,0,5,0,5,0,2,0,5,0,4,1,5,0,0,1,4,0,5,0,5,0,18,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,7,3.421052632,3.545454545,4.9,3.8,3.4,4.2,3.829268293,3.8,3.133333333,0.5,0.363636364,0,0.2,0,0.2,0.35,0.133333333,0.733333333
I understand and agree to continue,3,2,2,3,3,3,3,4,4,2,4,1,5,2,4,3,2,4,3,2,3,2,3,2,2,4,2,3,3,4,4,1,3,3,1,3,5,3,3,3,5,3,3,3,3,5,4,3,5,3,3,2,3,1,3,3,2,4,5,3,5,3,5,0,4,1,5,2,5,1,5,0,3,1,5,0,4,1,5,2,5,2,2,4,2,4,3,4,1,5,2,3,2,5,3,4,2,5,4,3,3,2,3,4,5,3,4,4,3,3,4,2,5,1,0,5,5,1,5,1,5,1,5,1,5,3,4,2,5,3,4,3,5,1,3,5,4,2,4,2,4,2,19,Male,No,White or Caucasian,"Very conservative
7",6,6,Republican,Continue,NA,7,3.105263158,3.727272727,4.6,4,4,4.6,3.634146341,4.2,2.866666667,2.684210526,3,1,2.4,1.8,2.4,2.365853659,2.2,3.666666667
I understand and agree to continue,1,5,1,3,1,3,1,5,1,3,0,4,1,1,1,5,1,5,0,5,1,3,1,5,1,5,0,5,1,5,1,3,3,3,2,1,3,5,2,2,4,5,2,4,3,5,2,3,2,1,1,2,2,4,1,5,2,3,2,3,2,3,1,0,2,0,2,0,3,0,1,2,3,0,3,0,1,1,1,1,1,1,1,5,1,2,1,5,1,2,1,5,1,4,1,5,1,5,1,NA,1,4,1,5,2,0,1,3,3,1,2,2,2,1,NA,NA,3,1,1,0,2,0,3,3,2,3,1,2,3,1,2,3,3,0,1,5,1,5,1,3,2,1,19,Female,No,White or Caucasian,3,4,4,Republican,Continue,NA,9,1.105263158,2.090909091,1.8,1.6,2,2.2,1.56097561,1.928571429,1.266666667,3.894736842,3.454545455,0.5,2.8,0.5,2.4,2.902439024,2,3.428571429
I understand and agree to continue,5,2,1,2,0,2,2,2,1,1,1,2,5,4,0,1,3,3,0,3,NA,2,0,2,2,3,0,2,0,1,3,1,0,2,4,0,3,3,0,2,1,3,0,1,3,3,0,3,1,3,5,3,1,3,0,4,0,3,2,3,3,2,2,0,3,2,3,0,5,1,5,3,0,0,5,0,3,0,4,1,5,1,0,4,0,3,0,1,0,2,0,2,0,3,0,4,1,4,0,2,0,2,0,4,5,3,1,1,2,4,1,5,5,0,0,2,0,0,1,0,0,0,5,4,5,3,0,2,2,3,0,1,4,1,0,2,3,3,3,2,1,1,18,Female,No,White or Caucasian,6,5,5,Republican,Continue,NA,7,1.666666667,1.454545455,3.5,2.2,1.2,2.4,2.025,1.933333333,0.666666667,2,2.818181818,0.8,1.8,0.4,2.6,1.926829268,1.6,2.933333333
I understand and agree to continue,0,4,1,2,2,1,1,0,1,5,1,4,2,3,0,0,0,4,0,5,5,NA,0,1,0,5,0,5,0,1,0,5,1,2,1,0,0,5,0,5,0,1,0,2,0,5,0,0,5,5,5,5,1,2,0,5,1,1,5,5,5,5,0,5,2,5,2,2,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,3,0,3,1,4,0,2,1,2,0,5,0,5,0,NA,NA,3,0,0,5,5,0,5,0,5,5,5,5,0,0,5,0,0,5,0,0,0,5,3,5,5,1,3,5,1,0,5,4,3,0,5,1,2,1,0,5,5,20,Female,Yes,White or Caucasian,6,6,6,Republican,Continue,NA,9,0.789473684,2,1.9,2.2,2,3.2,1.365853659,2.466666667,0.857142857,2.888888889,3.272727273,1.2,3,1,3.4,2.625,2.466666667,3.714285714
I understand and agree to continue,4,1,3,3,3,3,4,2,3,0,3,2,4,1,3,3,4,3,2,4,2,3,3,1,2,3,2,3,3,3,4,1,3,1,3,0,2,2,5,3,5,1,2,0,5,3,4,4,5,3,3,1,5,3,3,3,3,1,4,1,4,2,5,0,4,1,5,1,4,0,4,1,4,0,3,0,3,0,4,1,5,1,2,4,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,2,0,1,2,3,5,1,3,2,5,2,5,2,5,0,1,0,3,0,4,0,5,0,5,1,3,0,2,3,5,3,4,3,3,1,3,4,3,3,4,2,5,2,18,Female,Yes,White or Caucasian,4,4,4,Republican,Continue,NA,7,3,3.909090909,4.1,3.6,3.6,3.8,3.56097561,3.666666667,3.066666667,2.052631579,2,0.5,2.4,0,2,1.682926829,1.466666667,2.733333333
I understand and agree to continue,5,2,4,3,5,2,3,0,5,2,4,1,4,1,5,2,4,2,NA,NA,4,1,4,3,3,3,5,4,4,1,5,2,4,2,3,1,4,2,4,3,5,2,3,2,3,2,4,2,5,2,5,1,5,1,5,3,5,1,5,2,5,3,5,0,5,2,5,2,5,0,5,0,5,0,5,2,5,1,5,0,5,2,3,1,3,2,4,1,4,3,4,2,3,2,3,5,4,4,3,1,3,1,4,3,5,1,4,1,5,3,5,2,5,2,0,3,1,1,5,0,5,0,5,0,5,1,3,1,5,2,5,2,5,1,0,3,5,2,4,1,5,1,18,Female,No,White or Caucasian,6,6,6,Republican,Continue,NA,11,4.166666667,4.545454545,5,3.8,3.2,4.6,4.475,3.866666667,3.8,1.888888889,1.909090909,0.9,1.6,1.2,1.2,1.675,1.333333333,2.133333333
I understand and agree to continue,4,0,4,0,4,0,4,0,4,0,2,0,4,0,3,0,4,0,2,0,3,NA,3,0,5,1,2,0,3,0,4,0,3,0,4,0,3,0,3,0,4,0,3,0,3,0,2,0,3,0,3,0,4,0,2,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,3,0,5,0,4,0,4,0,1,0,3,0,2,0,3,0,2,0,2,0,3,0,3,1,2,0,3,0,1,1,4,0,3,1,4,1,4,0,4,0,4,0,1,0,5,0,3,0,4,0,5,0,2,0,4,0,3,0,4,0,0,2,5,0,5,0,5,0,18,Female,No,White or Caucasian,4,6,6,Independent,Continue,NA,7,3.421052632,3.454545455,4.5,3.8,3.4,3.6,3.682926829,3.6,2.666666667,0.055555556,0,0,0.4,0,0,0.025,0.133333333,0.266666667
I understand and agree to continue,4,3,2,3,4,2,3,2,4,2,3,2,5,2,3,2,3,3,3,2,3,2,3,2,3,3,2,3,3,2,4,2,3,2,3,1,4,1,3,3,3,2,3,2,3,3,NA,NA,3,3,4,1,2,2,2,2,2,1,4,2,5,3,5,0,5,1,5,3,5,0,5,4,5,0,5,0,3,1,4,1,5,0,3,4,2,3,3,1,3,3,3,3,2,2,3,2,3,3,3,4,3,4,2,4,5,2,4,3,4,2,3,3,4,0,3,0,2,1,5,0,5,0,5,1,4,3,3,1,4,0,3,2,4,1,1,4,4,3,5,2,5,2,18,Female,No,White or Caucasian,6,5,6,Republican,Continue,NA,9,3.263157895,3.1,4.7,3.8,3.8,3.8,3.575,3.8,3.066666667,2.157894737,2.1,1,2.4,0.2,1.4,1.875,1.333333333,2.866666667
I understand and agree to continue,3,1,1,1,3,1,3,0,3,1,3,1,3,1,3,1,2,1,2,2,2,NA,2,1,2,1,1,2,2,1,3,1,2,1,4,0,4,1,3,2,2,0,1,0,2,1,1,1,2,1,4,0,2,1,1,2,1,0,2,0,3,1,5,0,4,0,4,0,5,0,4,0,4,0,5,0,4,0,5,0,3,0,1,3,1,2,1,0,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,3,0,2,2,3,2,4,0,4,0,0,0,2,0,4,0,5,0,5,0,4,0,1,1,2,0,2,0,5,0,1,2,2,1,4,0,3,0,18,Female,No,White or Caucasian,5,5,4,Republican,Continue,NA,7,2.526315789,1.909090909,4.3,3,3,2.8,2.804878049,2.933333333,1.533333333,1,0.636363636,0,0.6,0,0.2,0.675,0.266666667,1.466666667
I understand and agree to continue,3,2,1,3,2,3,1,2,2,3,2,2,3,1,2,3,1,3,1,3,1,2,2,2,1,3,1,3,1,3,3,3,2,1,1,0,1,1,3,2,2,3,2,3,1,3,2,2,1,3,1,1,4,1,1,3,3,2,1,3,4,3,3,2,3,1,4,2,4,0,4,4,4,0,3,0,1,1,2,0,4,0,1,5,1,4,1,3,2,2,1,3,1,3,1,4,1,3,1,3,1,3,1,4,3,2,1,3,4,1,3,1,4,0,0,2,3,0,1,0,4,1,4,3,4,3,0,2,4,4,3,2,3,2,1,4,3,3,3,1,4,3,19,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7",5,Republican,Continue,NA,9,1.631578947,2,3.2,2.8,2.4,3,2.146341463,2.733333333,1.533333333,2.263157895,2.454545455,1,2.6,0.6,2.8,2,2,2.933333333
I understand and agree to continue,1,1,0,1,2,1,1,1,2,1,0,1,NA,NA,1,3,1,2,1,2,NA,1,0,1,1,2,0,3,1,4,2,1,2,2,2,0,2,2,5,2,3,2,2,1,2,0,3,1,5,3,2,2,2,3,1,5,3,1,5,3,5,5,4,0,4,2,5,0,4,0,5,3,5,0,5,0,1,0,5,0,5,2,0,2,0,2,0,1,1,2,0,1,0,2,1,3,1,5,0,3,0,3,1,5,5,1,1,2,5,1,3,3,5,0,0,1,2,2,2,1,4,2,5,5,5,5,0,1,4,3,3,1,5,1,1,2,3,3,1,0,3,2,18,Female,Yes,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,9,1.117647059,3,4.3,2.6,2.6,3.4,2.564102564,2.866666667,1.2,1.611111111,2.363636364,0.7,1.6,1.2,3,1.6,1.933333333,2.4
I understand and agree to continue,3,0,1,1,2,2,4,1,3,0,3,1,4,0,3,1,2,3,3,1,2,1,2,0,2,2,1,1,3,0,3,0,3,0,4,1,3,0,5,4,4,1,2,2,3,3,4,1,4,3,5,2,5,4,2,3,4,2,4,1,5,4,5,1,5,0,5,1,5,0,5,0,3,0,5,0,5,2,5,0,5,0,1,5,1,5,1,2,3,2,1,1,1,4,1,5,2,5,2,2,1,4,2,4,5,4,3,4,5,5,4,0,4,0,0,2,5,0,3,0,5,0,5,0,5,2,3,2,4,0,4,3,4,0,1,5,2,0,4,1,4,2,18,Female,No,White or Caucasian,5,5,4,Republican,Continue,NA,9,2.684210526,3.818181818,4.8,3,3.4,4.2,3.56097561,3.533333333,2.2,0.789473684,2.363636364,0.4,1.6,0.4,1.4,1.195121951,1.133333333,3.466666667
I understand and agree to continue,2,1,2,2,2,2,3,1,1,2,1,2,2,2,1,1,0,5,2,2,2,1,2,2,0,4,1,2,1,3,2,2,1,2,1,1,5,1,3,1,3,2,1,2,2,4,2,2,5,5,4,1,2,4,3,2,1,3,5,3,4,4,5,0,5,0,5,0,5,0,5,4,4,0,4,0,3,1,4,0,5,0,1,5,2,5,2,3,1,5,1,4,1,4,1,4,1,5,1,4,2,3,3,3,5,1,1,5,3,5,4,1,5,0,0,1,5,0,3,0,5,0,4,1,5,5,3,3,5,5,3,1,5,0,1,5,2,1,NA,NA,5,0,21,Male,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,9,1.631578947,2.909090909,4.5,3.25,3.6,4,2.707317073,3.642857143,1.933333333,2,2.909090909,0.5,1.5,0.2,3,1.853658537,1.571428571,3.8
I understand and agree to continue,3,3,2,1,3,1,2,1,2,1,1,1,3,1,2,3,1,3,1,1,3,3,2,2,1,3,1,3,2,1,4,0,3,1,1,1,1,1,5,1,4,0,1,1,0,3,1,1,3,3,4,1,3,3,0,3,3,1,4,1,4,1,5,0,5,0,5,0,5,0,5,0,4,0,5,0,4,0,2,0,5,0,1,3,2,2,2,3,2,3,1,3,1,4,0,1,2,3,2,2,0,3,1,4,5,2,2,3,4,3,3,3,5,0,3,0,3,0,0,0,5,0,3,1,5,2,2,1,5,0,3,1,5,0,0,3,4,1,1,0,2,2,20,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,9,2,2.454545455,4.5,2.4,3.2,3.6,2.804878049,3.066666667,1.866666667,1.631578947,1.636363636,0,1.2,0,1,1.219512195,0.733333333,2.8
I understand and agree to continue,3,2,2,2,3,1,3,3,4,2,2,3,3,2,3,3,2,2,2,3,3,1,2,2,2,3,1,3,3,2,3,2,3,1,2,2,1,3,3,3,4,1,2,3,1,4,2,3,2,2,3,1,3,2,2,3,2,2,3,2,4,2,4,0,4,2,5,1,4,1,4,2,4,0,5,0,4,2,4,1,4,1,1,3,2,3,1,4,2,3,1,4,2,3,1,5,3,3,2,3,2,2,1,3,4,1,2,3,3,3,4,2,5,0,4,2,1,0,5,0,5,1,5,2,4,1,2,2,4,2,3,2,4,1,2,3,3,3,3,2,4,3,18,Male,No,White or Caucasian,4,6,3,Democratic,Continue,NA,7,2.473684211,2.545454545,4.2,3.2,4,3.6,2.926829268,3.6,2.066666667,2.210526316,2.272727273,1,2.4,0.6,1.8,1.951219512,1.6,3
I understand and agree to continue,4,1,2,2,3,3,5,4,3,0,4,4,4,0,3,3,3,1,2,2,4,2,2,2,2,1,4,2,4,2,4,0,4,3,1,1,3,1,4,5,4,1,4,0,1,3,4,4,4,3,5,4,4,5,3,3,5,3,5,4,5,4,5,0,2,0,5,0,5,0,5,0,5,0,3,0,3,0,4,1,5,0,3,5,4,5,2,1,3,3,3,0,1,3,3,4,4,5,3,1,0,2,2,3,5,1,3,2,4,5,4,1,4,0,2,0,1,0,4,0,2,0,5,2,5,2,3,3,2,1,4,2,3,1,1,2,5,4,3,0,3,0,18,Female,No,White or Caucasian,4,4,4,Republican,Continue,NA,7,3.210526316,4,4.2,3,2.6,3.8,3.682926829,3.133333333,2.933333333,1.789473684,3.090909091,0.1,1.4,0,2,1.804878049,1.133333333,2.733333333
I understand and agree to continue,2,1,3,1,4,3,5,1,5,2,4,1,1,1,5,0,3,0,4,2,4,3,4,0,3,2,3,2,4,4,4,1,5,3,4,0,4,4,5,4,4,2,4,0,3,5,3,3,5,5,5,2,3,3,3,4,2,4,4,3,NA,NA,5,0,5,0,5,1,NA,NA,5,2,5,0,5,0,3,0,5,1,5,0,2,5,NA,NA,1,3,4,2,2,2,3,2,2,4,3,5,0,NA,1,3,1,5,3,3,2,5,5,5,4,5,5,0,1,1,4,0,5,0,4,0,4,3,5,4,2,3,5,3,4,1,5,0,2,3,5,2,4,4,5,2,18,Female,No,White or Caucasian,6,"Very conservative
7","Very conservative
7",Republican,Continue,NA,13,3.736842105,3.6,4.777777778,4.2,3.8,4,3.974358974,4,2.357142857,1.631578947,3.1,0.444444444,2.2,0.2,2.8,1.794871795,1.733333333,3.769230769
I understand and agree to continue,4,1,2,1,3,2,0,2,2,2,3,1,4,0,3,2,3,2,2,2,2,2,2,1,1,1,2,3,2,3,4,0,3,0,3,1,3,2,4,2,3,0,2,2,2,4,4,1,3,2,3,0,3,2,2,4,3,2,3,3,4,1,5,0,5,1,5,0,5,0,5,0,5,0,4,0,4,0,4,0,5,0,1,3,1,4,2,2,3,2,0,2,1,5,2,3,2,3,2,1,0,1,1,4,5,1,1,3,5,1,4,2,4,0,2,0,4,0,2,0,5,0,5,0,4,1,3,1,5,0,4,1,4,0,1,4,3,2,2,2,4,1,19,Female,No,White or Caucasian,"Very conservative
7",6,5,Republican,Continue,NA,9,2.526315789,2.909090909,4.7,2.8,3.4,4.2,3.195121951,3.466666667,2,1.473684211,1.909090909,0.1,1.8,0,0.6,1.268292683,0.8,2.466666667
I understand and agree to continue,5,1,3,0,4,3,4,1,4,2,4,2,5,2,5,1,4,2,4,1,2,1,3,1,4,2,3,1,5,1,5,0,5,0,3,0,3,0,4,3,5,2,4,0,4,3,4,1,4,2,5,0,4,1,3,1,3,2,5,1,5,1,5,0,5,0,5,0,4,1,5,0,5,0,5,0,5,0,4,0,5,0,3,3,3,3,4,1,4,2,3,1,2,1,3,1,4,3,3,3,4,1,3,5,5,0,3,3,4,3,5,2,5,0,3,0,4,0,5,0,5,1,5,2,5,1,4,2,5,1,4,1,5,1,3,2,5,1,4,1,5,2,19,Female,No,White or Caucasian,6,6,6,Republican,Continue,NA,7,3.947368421,4.181818182,4.8,4.4,4.4,4.6,4.219512195,4.466666667,3.533333333,1.105263158,1.272727273,0.1,1.4,0.2,1.4,0.951219512,1,2.133333333
I understand and agree to continue,2,1,1,1,3,4,1,1,2,2,2,4,3,1,3,1,0,1,1,1,3,2,1,1,0,2,0,1,2,1,2,1,4,2,3,1,3,1,3,1,1,3,2,1,2,1,2,2,3,1,4,2,3,2,1,3,1,2,5,1,5,2,5,1,2,1,5,0,2,1,5,1,3,1,0,0,4,1,NA,NA,3,1,2,3,4,2,0,2,2,2,3,3,1,3,4,4,2,2,2,2,1,2,1,3,2,1,2,4,1,2,3,1,2,0,0,1,2,2,1,0,4,1,4,2,4,2,3,2,4,1,3,1,4,1,1,3,2,3,5,1,5,1,19,Female,No,White or Caucasian,5,6,5,Republican,Continue,NA,11,1.894736842,2.636363636,3.222222222,3.4,1.8,3.6,2.425,2.933333333,2,1.526315789,1.818181818,0.777777778,1.8,0.8,1.6,1.425,1.4,2.4
I understand and agree to continue,3,0,2,0,2,0,3,2,2,0,3,0,4,0,2,0,3,0,2,1,2,1,1,1,2,1,1,1,2,1,3,1,3,0,4,1,4,1,3,1,4,1,2,1,4,1,3,0,3,0,4,0,4,1,1,2,4,1,4,1,5,1,5,0,5,0,4,0,5,0,4,1,5,0,4,0,5,0,4,1,4,0,3,1,3,1,2,0,2,0,2,1,3,1,2,0,4,0,2,1,2,1,2,2,4,1,3,0,4,0,3,1,4,1,1,3,3,0,3,0,5,0,5,1,5,1,3,0,4,0,3,1,4,0,1,1,2,1,3,1,5,0,19,Female,No,White or Caucasian,6,5,5,Republican,Continue,NA,7,2.526315789,3.454545455,4.5,3,3.2,4,3.268292683,3.4,2.733333333,0.578947368,0.818181818,0.2,0.6,0.8,0.6,0.56097561,0.666666667,0.666666667
I understand and agree to continue,4,1,3,2,4,2,3,2,3,1,3,2,4,2,4,3,2,2,4,1,5,2,2,2,2,3,4,1,3,2,4,1,4,1,4,1,4,1,4,2,4,1,2,1,3,0,3,3,5,2,4,1,4,2,3,2,3,1,4,1,5,0,5,0,2,0,5,0,5,0,5,0,2,0,3,0,2,0,5,0,5,0,2,2,3,2,3,1,2,2,4,1,2,3,3,2,2,2,3,3,3,2,3,2,4,1,3,3,3,1,4,2,4,0,0,1,0,0,1,0,5,1,5,1,5,1,3,2,5,2,3,1,5,2,0,4,4,2,3,1,2,1,18,Female,No,White or Caucasian,"Very conservative
7",5,4,Republican,Continue,NA,7,3.473684211,3.636363636,3.9,2.8,2,4.2,3.634146341,3,2.933333333,1.684210526,1.272727273,0,2,0.4,1.4,1.170731707,1.266666667,1.933333333
I understand and agree to continue,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,2,2,3,3,1,3,2,2,1,2,1,3,1,3,1,3,1,4,1,3,1,3,1,4,2,4,1,3,2,2,0,3,2,4,1,5,1,3,1,3,2,3,1,4,1,5,1,5,0,5,0,5,0,5,0,5,0,5,0,3,0,4,0,4,0,5,0,3,3,3,2,3,1,3,2,2,2,2,2,3,2,1,3,2,1,2,2,3,1,4,1,3,3,4,1,5,2,5,0,1,0,1,0,3,0,5,0,5,1,5,2,4,1,4,1,3,1,4,1,0,4,3,1,4,0,3,1,18,Female,No,White or Caucasian,6,4,4,Republican,Continue,NA,9,2.894736842,3.545454545,4.6,2.8,3,4.2,3.512195122,3.333333333,2.866666667,1.210526316,1.181818182,0,1.4,0,1.2,0.926829268,0.866666667,1.866666667
I understand and agree to continue,5,1,5,2,5,1,5,3,5,2,5,1,5,1,5,1,4,1,4,2,5,NA,5,1,5,2,5,2,5,2,5,2,5,3,4,3,4,3,5,2,5,1,3,2,5,1,5,2,5,1,5,3,5,1,4,2,5,4,5,0,5,1,5,1,5,1,5,2,5,0,5,0,5,2,5,0,5,2,5,0,5,1,3,4,5,2,5,2,5,0,5,2,5,3,5,3,5,2,NA,1,4,2,3,3,5,1,5,2,5,3,5,1,5,0,5,2,5,3,5,0,5,1,4,3,5,2,4,2,5,0,5,2,5,1,2,2,5,3,4,2,5,2,18,Female,No,White or Caucasian,6,6,6,Republican,Continue,NA,9,4.789473684,4.727272727,5,4.2,5,4.6,4.829268293,4.6,4.642857143,1.833333333,1.636363636,0.9,2,1.2,1.8,1.55,1.666666667,2.066666667
I understand and agree to continue,4,1,2,5,3,1,3,3,3,5,1,0,2,0,2,2,2,3,3,0,2,1,1,2,2,1,1,2,3,4,2,1,1,2,2,2,1,4,3,2,3,1,2,1,2,2,3,2,3,2,2,0,3,2,3,5,1,3,4,3,4,1,5,1,4,0,5,0,3,1,3,3,5,0,5,0,3,1,3,0,3,1,2,5,2,4,2,2,4,3,2,2,2,4,2,4,2,5,0,3,1,2,1,2,5,2,2,5,3,4,3,2,4,2,3,0,1,0,5,0,1,1,5,0,4,2,3,3,4,2,3,1,3,0,0,5,2,5,3,0,4,1,18,Male,No,White or Caucasian,4,5,5,Democratic,NA,NA,10,2.105263158,2.727272727,3.9,2.4,2.8,3.8,2.731707317,3,2.2,2.052631579,2,0.7,2.2,0.6,1.6,1.707317073,1.466666667,3.266666667
I understand and agree to continue,5,1,3,1,5,5,3,2,5,1,5,0,4,0,5,0,2,1,4,0,3,2,3,1,3,2,3,0,4,1,5,0,5,0,1,1,3,3,3,3,4,0,4,0,2,4,3,1,4,1,3,0,5,0,3,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,3,0,3,2,2,1,4,0,3,3,4,1,3,0,5,1,4,1,3,2,3,4,5,0,5,0,2,4,4,1,5,0,3,0,4,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,2,3,5,0,5,0,5,0,18,Male,No,"Black or African American,Asian",4,4,4,Independent,Continue,NA,7,3.736842105,3.909090909,5,4.4,4.4,4.8,4.073170732,4.533333333,3.533333333,1.105263158,0.818181818,0,0.6,0,0,0.804878049,0.2,1.333333333
